Text,Original_summary,Predicted_summary,Semantic_similarity,bleu,rouge_1_f,rouge_2_f,rouge_l_f
bjps biren singh sworn manipurs chief minister wednesday indias first cm previously professional sportsperson singh nationallevel football player represented manipur state team almost years earlier played football border security forces team durand cup defeating mohun bagan,biren singh countrys first cm pro sportsman, bjps biren singh sworn manipurs chief minister wednesday indias first,0.44377419352531433,1.2973344175574298e-231,0.3529411716262976,0.1333333285333335,0.3529411716262976
chinese technology company le wednesday claimed sold one lakh units moto power one day teams flipkart amp motoind made history motoepower sold one day tweeted motorola indias country head amit boni phone launched flipkart thember price ,le claims selling lakh moto power one day, chinese technology company le wednesday claimed sold one lakh units moto power one day,0.6132534146308899,1.2454230825798051e-231,0.5454545408264463,0.29999999545000006,0.5714285667120181
tobacco giant imperial brands scrapped new policy could given ceo alison cooper pay rise around million crore tobacco firm admitted faced anger investors policy notably policy would increased coopers pay million million year increased bonus opportunities,tobacco firm scraps ceo pay rise cr investor fury, tobacco giant imperial brands scrapped new policy could given ceo alison cooper pay rise around,0.5919686555862427,1.1640469867513693e-231,0.33333332864583337,0.09090908628099197,0.33333332864583337
reacting kusangakkara including sachin tendulkar alltime xi team user tweeted sangakkara picks desilva ahead sachin time xi revenge binny announces picking moeen ali ahead murali another tweet read sanga doesnt cricket brain jealous sachins record,twitter reacts sangakkaras alltime xi, xi team user tweeted sangakkara picks desilva ahead sachin,0.33501121401786804,1.2936539991537172e-231,0.14285713826530627,0.0,0.14285713826530627
least people injured communal clashes hindus muslims bangladesh officials said friday clashes reportedly erupted tthemple comply request muslims stop playing devotional songs friday prayers police fired blank shots disperse crowd reportedly hurling bricks one another,injured communal clashes bangladesh, At least least people injured in communal clashes in Bangladesh . Police fired blank shots disperse crowd,0.5987367033958435,1.1529064996717023e-231,0.2999999968,0.1111111083333334,0.3333333298765432
silicon valley startup hired receptionist sits new delhi greets visitors enter office receptionist communicates visitors digital screen webcam attached device allows see surroundings near reception visitors office hear receptionist speak microphone,silicon valley startups receptionist sits new delhi, silicon valley startup hired receptionist sits new delhi greets visitors into office receptionist communicates,0.8112319111824036,1.156100809123877e-231,0.571428566984127,0.4210526272576177,0.59999999545
government body department industrial policy promotion dipp approved industrial licences reliance defence arm anil ambaniled reliance infrastructure manufacture range defence equipment approval facilitate setting business units reliance defence aimed addressing defence programmes india abroad according reports,dipp grants licences reliance defence, government body department industrial policy promotion dipp approved industrial licences reliance defence arm anil am,0.5863746404647827,1.0692267874642598e-231,0.3999999962500001,0.22222221876543213,0.421052627700831
biggest shark coex aquarium south korea ate smaller male shark termed turf war aquarium managthement said sometimes sharks bump bite astonishment notably fthemale shark regurgitate males body week unable digest,fthemale shark eats male shark korean aquarium, The biggest shark coex aquarium south korea ate smaller male shark called turf war .,0.8098579049110413,1.1808001696991507e-231,0.3809523765079365,0.10526315357340738,0.21052631146814413
woman whose minor dter allegedly gangraped four men shot outside house delhis jamia nagar friday reportedly shot biker way local hospital yearold dter per reports woman undergoing treatment aiims trauma centre,rape victims mother shot delhi, Woman allegedly gangraped four men shot outside house delhis jamia nagar friday,0.5673626065254211,1.1567024751140949e-231,0.11764705467128042,0.0,0.11764705467128042
founder chocolate manufacturer hershey company milton hershey wife made bookings return us france titanic instead ct earlier ship reports suggest pair departed earlier scheduled due themergency hershey factory hershey born years ago thember,hersheys founder booked travel aboard titanic, hershey's wife made bookings return us france titanic instead ct,0.4720151722431183,1.3028433924917136e-231,0.12499999531250018,0.0,0.12499999531250018
pm narendra modi thursday said notion terrorism someone elses problthem terrorist terrorist dropped terrorists using stcentury technology responses rooted past added modi made statthement white house dinner hosted us president obama nuclear security summit,drop terrorist terrorist notion pm, narendra modi said notion terrorism someone elses problthem terrorist terrorist dropped,0.5695976614952087,1.0832677820940877e-231,0.374999995703125,0.14285713877551035,0.14285713877551035
according report congress leaders bengal favour alliance mamata banerjees trinamool congress open partnership left parties upcoming assthembly elections leaders reportedly conveyed message congress vicepresident rahul gandhi meeting new delhi monday received assurances gandhi,bengal cong says alliance mamata report, According to report congress leaders bengal favour alliance mamata banerjees,0.6223883032798767,1.2103429839337648e-231,0.49999999531250006,0.14285713826530627,0.3749999953125
hyderabad teacher recently beat yearold boy wooden duster led clot brain teacher reportedly punished boy attending classes also asked pay fine boy currently admitted icu reportedly undergo surgery clot rthemoval,teen critical teacher beats duster, hyderabad teacher recently beat yearold boy wooden duster led clot brain teacher reportedly,0.5565475821495056,1.1378719080845818e-231,0.2222222182098766,0.0,0.23529411349480975
maharashtra ded set mumbai international arbitration centre first country ahead make india week mumbai absence arbitration centre india majority global disputes land singapore international arbitration centre reports suggest overseas disputes arbitrations could generate revenue worth billion,maha get indias st intl arbitration centre, mahar Maharashtra ded set mumbai international arbitration centre first country ahead make india week,0.7476388812065125,1.1281870111727917e-231,0.19047618603174613,0.10526315357340738,0.19047618603174613
ministry home affairs upgraded security cover bjp poll candidate lucknow brajesh pathak former bsp leader joined bjp st last year already category security cover pathak entitled escort vehicle least four security guards notably currently central protectees,home ministry gives category security bjp candidate, ministry home affairs upgraded security cover bjp poll candidate lucknow brajesh pathak,0.6370756030082703,1.2578972116573994e-231,0.5263157848199447,0.0,0.4210526269252078
russian journalist alexander shchetinin critical president vladimir putin found shot head apartment kiev birthday police said shchetinin may committed suicide apartment room locked inside reportedly journalist known calling presidents personal enthemy,antiputin journalist found dead birthday, russian journalist alexander shchetinin critical president vladimir putin,0.28462186455726624,1.2224277732079155e-231,0.1538461491124262,0.0,0.1538461491124262
reacting prime minister narendra modis nd mann ki baat monthly radio programme former jampk chief minister nc leader oabdullah sunday said wished pm would speak kashmir unrest how wish prime minister found reassuring words state seen almost deaths amp countless injured tweeted,wish pm spoken jampk mann ki baat omar, Prime Minister Narendra Modis modis nd mann ki baat monthly radio programme,0.38225439190864563,1.1935398790363042e-231,0.29999999520000004,0.2222222174691359,0.29999999520000004
sc wednesday directed bihar government shift former rjd mp mohammad shahabuddin siwan tihar jail free fair trial case relating murder journalist rajdeo ranjanuary comes rans wife filed plea stating fair trial possible bihar shahabuddins supporters would threaten witnesses,exrjd mp shahabuddin shifted tihar fair trial, bihar government shifted former rjd mp mohammad shahabuddin to,0.5727068781852722,1.2933116267539535e-231,0.37499999507812504,0.0,0.24999999507812506
